20:24:52           lo    124,80    124,80    148,68    148,68      0,00      0,00      0,00      0,00
20:24:52    vethb1eb094    199,80    204,60     38,95     46,96      0,00      0,00      0,00      0,00
20:24:52    veth957bc21    178,60    181,80     34,77     43,17      0,00      0,00      0,00      0,00
20:24:52    veth7f20925     45,60     51,20     98,47     33,32      0,00      0,00      0,00      0,01
20:24:52    br-bd61e146aaf4     85,40     84,00    130,50     48,82      0,00      0,00      0,00      0,00

20:24:52        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:24:57        all     47,47      0,00     32,80      0,96      0,00     18,77

20:24:52          tps      rtps      wtps   bread/s   bwrtn/s
20:24:57        44,80      0,80     44,00      6,40   1406,40

20:24:52    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:24:57       138344   7449804     98,18    173512   1156904  13157008     85,37   4042580   1427448      5008

20:24:52          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:24:57       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57       dev8-0     44,80      6,40   1406,40     31,54      0,15      3,43      2,18      9,76
20:24:57      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57     dev253-0    151,80      0,00   1406,40      9,26      0,36      2,40      0,62      9,36
20:24:57     dev253-1      0,80      6,40      0,00      8,00      0,01      8,00      8,00      0,64

20:24:52        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:24:57        ens33     57,40     39,60     48,21     42,34      0,00      0,00      0,00      0,04
20:24:57    veth0119560    271,40    280,60     81,55     48,23      0,00      0,00      0,00      0,01
20:24:57    veth141eb73    525,20    513,40    144,14    161,41      0,00      0,00      0,00      0,01
20:24:57    vethdfc607f    509,60    507,00    143,47    161,29      0,00      0,00      0,00      0,01
20:24:57      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:24:57    veth3ab407b    275,40    267,80     81,99     47,71      0,00      0,00      0,00      0,01
20:24:57           lo    127,60    127,60    151,24    151,24      0,00      0,00      0,00      0,00
20:24:57    vethb1eb094    211,60    213,00     40,69     45,44      0,00      0,00      0,00      0,00
20:24:57    veth957bc21    206,20    210,20     40,46     45,36      0,00      0,00      0,00      0,00
20:24:57    veth7f20925     49,80     50,40     99,07     34,83      0,00      0,00      0,00      0,01
20:24:57    br-bd61e146aaf4     90,80     84,00    133,66     47,81      0,00      0,00      0,00      0,00

20:24:57        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:02        all     47,50      0,00     35,12      1,33      0,00     16,05

20:24:57          tps      rtps      wtps   bread/s   bwrtn/s
20:25:02        55,80      2,80     53,00     48,00   2465,60

20:24:57    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:02       168876   7419272     97,77    172436   1154004  13201440     85,66   4023892   1447000      3952

20:24:57          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:02       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02       dev8-0     55,80     48,00   2465,60     45,05      0,21      3,80      1,58      8,80
20:25:02      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02     dev253-0    154,20     41,60   2180,80     14,41      0,46      2,96      0,54      8,32
20:25:02     dev253-1     36,40      6,40    284,80      8,00      0,07      1,80      0,24      0,88

20:24:57        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:02        ens33     68,60     49,40     55,73     47,55      0,00      0,00      0,00      0,05
20:25:02    veth0119560    371,00    379,40    111,15     62,68      0,00      0,00      0,00      0,01
20:25:02    veth141eb73    683,80    676,60    178,58    205,94      0,00      0,00      0,00      0,02
20:25:02    vethdfc607f    698,80    679,00    179,84    206,35      0,00      0,00      0,00      0,02
20:25:02      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:02    veth3ab407b    368,60    389,80    111,13     63,54      0,00      0,00      0,00      0,01
20:25:02           lo    140,40    140,40    160,64    160,64      0,00      0,00      0,00      0,00
20:25:02    vethb1eb094    274,60    270,40     51,20     65,25      0,00      0,00      0,00      0,01
20:25:02    veth957bc21    279,80    275,40     51,66     65,65      0,00      0,00      0,00      0,01
20:25:02    veth7f20925     47,20     47,60     98,59     34,65      0,00      0,00      0,00      0,01
20:25:02    br-bd61e146aaf4     94,20     88,60    133,70     56,88      0,00      0,00      0,00      0,00

20:25:02        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:07        all     48,31      0,00     34,59      1,22      0,00     15,89

20:25:02          tps      rtps      wtps   bread/s   bwrtn/s
20:25:07        44,60      0,80     43,80      8,00   2486,40

20:25:02    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:07       143012   7445136     98,12    172640   1155812  13327880     86,48   4047892   1448388      1676

20:25:02          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:07       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07       dev8-0     44,60      8,00   2486,40     55,93      0,21      4,75      1,74      7,76
20:25:07      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07     dev253-0    131,60      0,00   2486,40     18,89      0,48      3,47      0,55      7,28
20:25:07     dev253-1      1,00      8,00      0,00      8,00      0,01      8,00      6,40      0,64

20:25:02        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:07        ens33     60,00     43,80     50,06     45,11      0,00      0,00      0,00      0,04
20:25:07    veth0119560    309,00    306,20     90,08     51,87      0,00      0,00      0,00      0,01
20:25:07    veth141eb73    566,20    561,60    154,22    174,79      0,00      0,00      0,00      0,01
20:25:07    vethdfc607f    519,80    550,00    149,27    172,81      0,00      0,00      0,00      0,01
20:25:07      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:07    veth3ab407b    293,00    258,00     87,79     48,55      0,00      0,00      0,00      0,01
20:25:07           lo    144,00    144,00    157,70    157,70      0,00      0,00      0,00      0,00
20:25:07    vethb1eb094    221,20    224,80     42,90     51,58      0,00      0,00      0,00      0,00
20:25:07    veth957bc21    226,60    229,00     43,28     50,14      0,00      0,00      0,00      0,00
20:25:07    veth7f20925     50,40     54,20     98,82     35,10      0,00      0,00      0,00      0,01
20:25:07    br-bd61e146aaf4     94,80     92,20    133,76     53,53      0,00      0,00      0,00      0,00

20:25:07        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:12        all     52,24      0,00     34,33      0,58      0,00     12,85

20:25:07          tps      rtps      wtps   bread/s   bwrtn/s
20:25:12        40,00      0,20     39,80      1,60   1356,80

20:25:07    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:12       168320   7419828     97,78    172864   1157032  13103040     85,02   4022988   1449260      1868

20:25:07          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:12       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12       dev8-0     40,00      1,60   1356,80     33,96      0,15      3,64      1,56      6,24
20:25:12      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12     dev253-0    134,20      0,00   1356,80     10,11      0,35      2,59      0,46      6,24
20:25:12     dev253-1      0,20      1,60      0,00      8,00      0,00      8,00      8,00      0,16

20:25:07        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:12        ens33     41,20     27,60     33,11     24,50      0,00      0,00      0,00      0,03
20:25:12    veth0119560    281,20    265,20     86,34     45,67      0,00      0,00      0,00      0,01
20:25:12    veth141eb73    530,80    537,60    129,36    152,66      0,00      0,00      0,00      0,01
20:25:12    vethdfc607f    564,40    542,80    134,73    154,91      0,00      0,00      0,00      0,01
20:25:12      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:12    veth3ab407b    287,00    296,80     88,20     48,24      0,00      0,00      0,00      0,01
20:25:12           lo    109,80    109,80    103,16    103,16      0,00      0,00      0,00      0,00
20:25:12    vethb1eb094    235,00    239,60     43,62     52,65      0,00      0,00      0,00      0,00
20:25:12    veth957bc21    234,00    241,20     44,00     54,58      0,00      0,00      0,00      0,00
20:25:12    veth7f20925     32,00     32,40     49,89     24,17      0,00      0,00      0,00      0,00
20:25:12    br-bd61e146aaf4     72,00     63,40     79,28     37,02      0,00      0,00      0,00      0,00

20:25:12        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:17        all     46,38      0,00     38,19      1,12      0,00     14,31

20:25:12          tps      rtps      wtps   bread/s   bwrtn/s
20:25:17        64,40      1,00     63,40     11,20   2193,60

20:25:12    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:17       163028   7425120     97,85    173396   1159228  13103164     85,02   4028056   1450800      2812

20:25:12          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:17       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17       dev8-0     64,40     11,20   2193,60     34,24      0,19      2,94      1,90     12,24
20:25:17      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17     dev253-0    213,60      4,80   2193,60     10,29      0,41      1,90      0,56     12,00
20:25:17     dev253-1      0,80      6,40      0,00      8,00      0,01      8,00      4,00      0,32

20:25:12        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:17        ens33     52,40     40,80     45,45     44,68      0,00      0,00      0,00      0,04
20:25:17    veth0119560    235,60    219,40     70,31     40,40      0,00      0,00      0,00      0,01
20:25:17    veth141eb73    424,40    428,20    124,46    142,69      0,00      0,00      0,00      0,01
20:25:17    vethdfc607f    408,20    419,40    122,45    141,34      0,00      0,00      0,00      0,01
20:25:17      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:17    veth3ab407b    235,20    216,60     70,02     40,09      0,00      0,00      0,00      0,01
20:25:17           lo    126,20    126,20    139,07    139,07      0,00      0,00      0,00      0,00
20:25:17    vethb1eb094    167,80    173,00     31,51     38,50      0,00      0,00      0,00      0,00
20:25:17    veth957bc21    158,80    163,40     30,43     37,87      0,00      0,00      0,00      0,00
20:25:17    veth7f20925     44,20     49,00     98,38     28,49      0,00      0,00      0,00      0,01
20:25:17    br-bd61e146aaf4     81,60     76,60    122,27     45,22      0,00      0,00      0,00      0,00

20:25:17        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:22        all     47,72      0,00     39,69      1,15      0,00     11,44

20:25:17          tps      rtps      wtps   bread/s   bwrtn/s
20:25:22        81,60      1,00     80,60      9,60   2462,40

20:25:17    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:22       138932   7449216     98,17    173944   1158756  13193068     85,61   4049256   1451860      3468

20:25:17          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:22       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22       dev8-0     81,60      9,60   2462,40     30,29      0,23      2,81      1,62     13,20
20:25:22      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22     dev253-0    266,80      6,40   2462,40      9,25      0,56      2,08      0,49     12,96
20:25:22     dev253-1      0,40      3,20      0,00      8,00      0,00      8,00      4,00      0,16

20:25:17        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:22        ens33     42,00     28,00     33,09     24,27      0,00      0,00      0,00      0,03
20:25:22    veth0119560    287,60    269,40     84,55     44,56      0,00      0,00      0,00      0,01
20:25:22    veth141eb73    502,00    516,00    121,25    144,75      0,00      0,00      0,00      0,01
20:25:22    vethdfc607f    538,60    533,80    127,50    147,90      0,00      0,00      0,00      0,01
20:25:22      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:22    veth3ab407b    295,80    288,20     85,36     46,34      0,00      0,00      0,00      0,01
20:25:22           lo    101,40    101,40     87,48     87,48      0,00      0,00      0,00      0,00
20:25:22    vethb1eb094    209,80    212,00     37,95     50,89      0,00      0,00      0,00      0,00
20:25:22    veth957bc21    219,20    226,40     40,27     51,91      0,00      0,00      0,00      0,00
20:25:22    veth7f20925     26,20     27,60     49,48     17,59      0,00      0,00      0,00      0,00
20:25:22    br-bd61e146aaf4     59,80     53,80     71,24     29,60      0,00      0,00      0,00      0,00

20:25:22        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:27        all     49,21      0,00     36,28      0,69      0,00     13,82

20:25:22          tps      rtps      wtps   bread/s   bwrtn/s
20:25:27        52,60      2,00     50,60     20,80   1624,00

20:25:22    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:27       159324   7428824     97,90    174340   1159144  13100316     85,00   4026892   1453364      4348

20:25:22          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:27       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27       dev8-0     52,60     20,80   1624,00     31,27      0,13      2,46      1,55      8,16
20:25:27      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27     dev253-0    159,60     14,40   1624,00     10,27      0,30      1,87      0,50      7,92
20:25:27     dev253-1      0,80      6,40      0,00      8,00      0,01     12,00      3,00      0,24

20:25:22        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:27        ens33     61,80     43,60     47,99     40,47      0,00      0,00      0,00      0,04
20:25:27    veth0119560    254,40    252,60     74,52     43,30      0,00      0,00      0,00      0,01
20:25:27    veth141eb73    470,20    467,40    132,93    148,13      0,00      0,00      0,00      0,01
20:25:27    vethdfc607f    443,00    452,60    127,31    144,67      0,00      0,00      0,00      0,01
20:25:27      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:27    veth3ab407b    239,20    225,40     72,71     41,06      0,00      0,00      0,00      0,01
20:25:27           lo    137,40    137,40    144,85    144,85      0,00      0,00      0,00      0,00
20:25:27    vethb1eb094    186,00    185,80     36,49     42,33      0,00      0,00      0,00      0,00
20:25:27    veth957bc21    185,80    187,60     34,80     42,31      0,00      0,00      0,00      0,00
20:25:27    veth7f20925     54,40     58,20     90,33     35,43      0,00      0,00      0,00      0,01
20:25:27    br-bd61e146aaf4     93,60     90,00    121,47     50,86      0,00      0,00      0,00      0,00

20:25:27        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:32        all     49,55      0,00     35,14      0,64      0,00     14,67

20:25:27          tps      rtps      wtps   bread/s   bwrtn/s
20:25:32        60,80      0,20     60,60      6,40   2043,20

20:25:27    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:32       157172   7430976     97,93    174604   1157688  13105892     85,04   4028888   1454148      3280

20:25:27          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:32       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32       dev8-0     60,80      6,40   2043,20     33,71      0,21      3,42      1,34      8,16
20:25:32      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32     dev253-0    162,60      0,00   2043,20     12,57      0,42      2,61      0,49      8,00
20:25:32     dev253-1      0,80      6,40      0,00      8,00      0,01      8,00      2,00      0,16

20:25:27        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:32        ens33     51,00     36,40     40,20     35,01      0,00      0,00      0,00      0,03
20:25:32    veth0119560    295,40    321,60     95,68     53,62      0,00      0,00      0,00      0,01
20:25:32    veth141eb73    595,00    564,80    148,95    172,94      0,00      0,00      0,00      0,01
20:25:32    vethdfc607f    612,80    595,80    154,11    179,68      0,00      0,00      0,00      0,01
20:25:32      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:32    veth3ab407b    313,60    324,20     99,61     55,07      0,00      0,00      0,00      0,01
20:25:32           lo    134,80    134,80    124,75    124,75      0,00      0,00      0,00      0,00
20:25:32    vethb1eb094    241,80    242,40     44,48     56,62      0,00      0,00      0,00      0,00
20:25:32    veth957bc21    252,80    255,40     47,17     58,52      0,00      0,00      0,00      0,00
20:25:32    veth7f20925     45,60     46,00     75,18     26,72      0,00      0,00      0,00      0,01
20:25:32    br-bd61e146aaf4     85,20     78,60    103,56     42,72      0,00      0,00      0,00      0,00

20:25:32        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:37        all     48,87      0,00     34,11      0,74      0,00     16,29

20:25:32          tps      rtps      wtps   bread/s   bwrtn/s
20:25:37        54,29      0,40     53,89     14,37   2519,76

20:25:32    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:37       148924   7439224     98,04    174944   1161004  13111084     85,07   4033328   1456952      1716

20:25:32          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:37       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37       dev8-0     54,29     14,37   2519,76     46,68      0,26      4,76      1,71      9,26
20:25:37      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37     dev253-0    161,48      1,60   2519,76     15,61      0,45      2,76      0,57      9,18
20:25:37     dev253-1      1,60     12,77      0,00      8,00      0,02     12,00      1,50      0,24

20:25:32        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:37        ens33     61,08     42,51     50,26     44,18      0,00      0,00      0,00      0,04
20:25:37    veth0119560    312,77    320,96    102,56     56,76      0,00      0,00      0,00      0,01
20:25:37    veth141eb73    638,52    618,76    169,99    194,92      0,00      0,00      0,00      0,02
20:25:37    vethdfc607f    625,15    604,19    161,03    186,78      0,00      0,00      0,00      0,02
20:25:37      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:37    veth3ab407b    317,37    327,35     99,71     55,66      0,00      0,00      0,00      0,01
20:25:37           lo    149,30    149,30    150,35    150,35      0,00      0,00      0,00      0,00
20:25:37    vethb1eb094    275,05    278,44     51,70     62,09      0,00      0,00      0,00      0,01
20:25:37    veth957bc21    260,88    263,87     46,74     59,49      0,00      0,00      0,00      0,00
20:25:37    veth7f20925     46,71     49,50     93,69     30,02      0,00      0,00      0,00      0,01
20:25:37    br-bd61e146aaf4     97,60     84,23    127,61     49,25      0,00      0,00      0,00      0,00

20:25:37        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:42        all     53,39      0,00     33,07      0,63      0,00     12,91

20:25:37          tps      rtps      wtps   bread/s   bwrtn/s
20:25:42        34,00      0,40     33,60      9,60   1208,00

20:25:37    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:42       126400   7461748     98,33    175156   1162520  13212792     85,73   4055756   1458012      2248

20:25:37          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:42       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42       dev8-0     34,00      9,60   1208,00     35,81      0,08      2,49      1,69      5,76
20:25:42      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42     dev253-0    103,80      0,00   1208,00     11,64      0,17      1,67      0,52      5,44
20:25:42     dev253-1      1,20      9,60      0,00      8,00      0,01      8,00      2,67      0,32

20:25:37        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:42        ens33     64,00     41,60     52,21     45,79      0,00      0,00      0,00      0,04
20:25:42    veth0119560    334,00    322,60    104,23     56,91      0,00      0,00      0,00      0,01
20:25:42    veth141eb73    625,00    633,00    167,01    194,73      0,00      0,00      0,00      0,02
